id,number,gender,nation,academy,profession,class,competition_level,award_level,award_name,organization,award_type,award_date
551,201821060177,女,汉族,工商管理学院,工商管理类,工商1809,校级文艺赛事,二等奖,“一二·九”诗词（诗歌散文）大赛,共青团中南财经政法大学委员会（希贤杯）,个体,2018-12-01
552,1606060103,男,汉族,工商管理学院,人力资源管理,人力1601,院级文艺赛事,一等奖,院级摄影比赛,各学院,团体,2019-06-04
553,201721040003,男,汉族,文澜学院,经济管理试验班,经管1701,校级文艺赛事,三等奖,“希贤杯”系列竞赛之新媒体项目创意大赛,共青团中南财经政法大学委员会,团体,2018-11-16
554,201821020191,女,汉族,经济学院,经济学,经济1804,院级文艺赛事,三等奖,“学蕴中南”诗歌朗诵比赛,经济学院,团体,2018-11-08
555,201821130283,女,汉族,信息与安全工程学院,计算机类,信息1801,校级文艺赛事,三等奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
556,201721050111,女,汉族,刑事司法学院,侦查学,侦查1701,校级文艺赛事,三等奖,“清风妙笔书廉心”廉政文化作品大赛,中南财经政法大学纪检监察部,个体,2019-06-12
557,201821100221,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,院级文艺赛事,一等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
558,201721040520,女,汉族,法学院,法学,法1701,院级文艺赛事,三等奖,法学院青年颂比赛,法学院,团体,2019-04-14
559,201821090033,女,汉族,统计与数学学院,金融数学,金数1801,院级文艺赛事,优秀奖,“青葱记忆”线上风采大赛,统计与数学学院,个体,2018-10-05
560,201721040592,男,汉族,法学院,法学,民商1701,院级文艺赛事,一等奖,法学院青年颂比赛,法学院,团体,2019-04-14
561,201821090087,女,汉族,统计与数学学院,统计学类,统计1802,院级文艺赛事,一等奖,"""诗颂中南""朗诵比赛",统计与数学学院,团体,2018-12-15
562,1612040203,女,土家族,新闻与文化传播学院,新闻学,新闻1601,院级文艺赛事,三等奖,院级摄影比赛,各学院,个体,2018-12-12
563,201721040139,女,汉族,法学院,法学,法1710,院级文艺赛事,三等奖,法学院青年颂比赛,法学院,团体,2019-04-14
564,201721130179,男,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,校级文艺赛事,三等奖,“希贤杯”系列竞赛之诗歌散文创作朗诵大赛,共青团中南财经政法大学委员会,团体,2018-10-11
565,1603140118,女,土家族,金融学院,工程造价,造价1601,校级文艺赛事,一等奖,“诵由心生”朗诵比赛,中南财经政法大学图书馆,个体,2019-05-09
566,201821100015,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,院级文艺赛事,优秀奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
567,201721050051,男,汉族,刑事司法学院,侦查学,职侦1701,校级文艺赛事,一等奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
568,201821050007,男,汉族,刑事司法学院,公安学类,公安1801,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-28
569,201721130054,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1702,校级文艺赛事,三等奖,“希贤杯”系列竞赛之新媒体项目创意大赛,共青团中南财经政法大学委员会,团体,2018-11-16
570,201821030238,女,汉族,金融学院,金融学类,金融1808,院级文艺赛事,三等奖,交谊舞大赛,金融学院,团体,2018-11-24
571,201821090276,女,汉族,统计与数学学院,统计学类,统计1803,院级文艺赛事,二等奖,暂无数据,统计与数学学院,团体,2018-09-30
572,201821130121,女,汉族,信息与安全工程学院,计算机类,信息1803,校级文艺赛事,三等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2018-10-25
573,201821080313,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1801,校级文艺赛事,三等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2018-10-25
574,201721040150,女,汉族,法学院,法学,法1701,院级文艺赛事,三等奖,法学院青年颂比赛,法学院,团体,2019-04-14
575,201721040574,男,汉族,法学院,法学,法1707,院级文艺赛事,优秀奖,”灋说青年“系列比赛,法学院,团体,2019-09-09
576,201721250136,女,汉族,中韩新媒体学院,电影学（影像）,影像1703,校级文艺赛事,优秀奖,湖北省K-POP大赛,华中师范大学韩国文化研究所,个体,2018-12-28
577,201821120204,女,土家族,新闻与文化传播学院,汉语言文学,中文1801,校级文艺赛事,优秀奖,“大学启程”新生征文大赛,中南财经政法大学党委宣传部,团体,2018-12-09
578,201821030451,女,汉族,金融学院,金融学（CFA）,CFA1801,院级文艺赛事,二等奖,交谊舞大赛,金融学院,团体,2018-11-24
579,201821090089,女,汉族,统计与数学学院,统计学类,统计1803,院级文艺赛事,二等奖,"""诗颂中南""朗诵比赛",统计与数学学院,团体,2018-12-15
580,201821040584,女,汉族,法学院,法学类,法1810,校级文艺赛事,优秀奖,“大学启程”新生征文大赛,中南财经政法大学党委宣传部,团体,2018-12-09
581,201821050206,女,汉族,刑事司法学院,公安学类,公安1804,院级文艺赛事,三等奖,“中华颂”诗词大赛,新闻与文化传播学院 刑事司法学院,团体,2019-11-03
582,201821140024,女,汉族,哲学院,哲学,哲学1801,校级文艺赛事,优秀奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
583,201821040527,女,汉族,法学院,法学类,法1809,院级文艺赛事,二等奖,法学院青年颂比赛,法学院,团体,2019-04-14
584,201821030363,男,汉族,金融学院,金融学类,金融1807,院级文艺赛事,三等奖,交谊舞大赛,金融学院,团体,2018-11-24
585,201821020076,男,汉族,经济学院,经济学（实验）,经济实验1801,院级文艺赛事,二等奖,“学蕴中南”诗歌朗诵比赛,经济学院,团体,2018-11-08
586,201821250064,女,汉族,中韩新媒体学院,电影学（影像）,影像1802,校级文艺赛事,优秀奖,“典赞青春”优秀本科生颁奖典礼优秀团队,中南财经政法大学学生工作部,团体,2019-01-06
587,201821030380,男,汉族,财政税务学院,财政学（中英班）,国财1801,院级文艺赛事,优秀奖,交谊舞大赛,金融学院,团体,2018-11-24
588,201821040532,男,汉族,法学院,法学类,法1810,校级文艺赛事,优秀奖,“大学启程”新生征文大赛,中南财经政法大学党委宣传部,团体,2018-12-09
589,201821040759,女,汉族,法学院,法学,卓越1801,院级文艺赛事,二等奖,法学院青年颂比赛,法学院,团体,2019-03-23
590,201721040494,女,汉族,法学院,法学,法1709,院级文艺赛事,三等奖,法学院青年颂比赛,法学院,团体,2019-04-14
591,201821020196,女,汉族,经济学院,经济学,经济1801,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-09
592,201721040518,男,汉族,法学院,法学,法1704,校级文艺赛事,三等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2018-10-25
593,201821050087,男,汉族,刑事司法学院,公安学类,公安1803,院级文艺赛事,三等奖,“一二·九”诗词（诗歌散文）大赛,各学院分团委,团体,2018-11-04
594,1604070121,男,汉族,法学院,法学,外法1601,院级文艺赛事,一等奖,院级摄影比赛,各学院,个体,2018-10-01
595,201821080153,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1801,院级文艺赛事,一等奖,班级凝聚力展示大赛,会计学院,团体,2019-04-30
596,201821120222,女,苗族,新闻与文化传播学院,汉语言文学,中文1801,校级文艺赛事,优秀奖,“大学启程”新生征文大赛,中南财经政法大学党委宣传部,团体,2018-12-09
597,201821110185,女,汉族,外国语学院,外国语言文学类,英语1801,校级文艺赛事,优秀奖,“我的新生书单”主题征文比赛,中南财经政法大学图书馆,个体,2018-12-11
598,201821030412,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1801,院级文艺赛事,三等奖,班级凝聚力展示大赛,会计学院,个体,2019-04-30
599,201821130121,女,汉族,信息与安全工程学院,计算机类,信息1803,院级文艺赛事,三等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2018-09-30
600,201821140102,女,汉族,哲学院,哲学,哲学1801,校级文艺赛事,优秀奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
601,201721120139,女,汉族,新闻与文化传播学院,网络与新媒体,网媒1701,校级文艺赛事,二等奖,影像中南文化艺术节,中南财经政法大学党委宣传部,个体,2018-12-04
602,201821020074,女,汉族,经济学院,国际商务,国商1802,院级文艺赛事,二等奖,“学蕴中南”诗歌朗诵比赛,经济学院,团体,2018-11-15
603,201821100198,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,校级文艺赛事,三等奖,“旅程”微视频大赛,中南财经政法大学学生工作部,团体,2018-09-08
604,201721050052,男,汉族,刑事司法学院,治安学,治安1701,校级文艺赛事,三等奖,“清风妙笔书廉心”廉政文化作品大赛,中南财经政法大学纪检监察部,个体,2019-06-13
605,201721040036,女,汉族,法学院,法学,法1705,院级文艺赛事,三等奖,法学院青年颂比赛,法学院,团体,2019-04-14
606,201821040001,男,汉族,法学院,法学类,法1804,校级文艺赛事,优秀奖,“大学启程”新生征文大赛,中南财经政法大学党委宣传部,团体,2018-12-09
607,201721100079,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,校级文艺赛事,二等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2018-10-25
608,201721040265,男,汉族,法学院,法学,民商1701,院级文艺赛事,一等奖,法学院青年颂比赛,法学院,团体,2019-04-14
609,201721040150,女,汉族,法学院,法学,法1701,院级文艺赛事,优秀奖,”灋说青年“系列比赛,法学院,团体,2019-09-09
610,201821020262,女,汉族,经济学院,经济学,经济1801,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-28
611,201821030455,女,苗族,金融学院,管理科学与工程类,管工1801,院级文艺赛事,一等奖,交谊舞大赛,金融学院,团体,2018-11-20
612,201721050317,男,汉族,刑事司法学院,侦查学,侦查1701,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-10
613,201821100169,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,院级文艺赛事,一等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
614,201821090161,男,汉族,统计与数学学院,经济统计学,经统1801,院级文艺赛事,二等奖,"""诗颂中南""朗诵比赛",统计与数学学院,团体,2019-09-26
615,201821020280,女,汉族,经济学院,经济学（实验）,经济实验1801,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-11-29
616,201721040650,男,汉族,法学院,法学,民商1701,院级文艺赛事,一等奖,法学院青年颂比赛,法学院,团体,2019-05-04
617,201821020077,男,汉族,金融学院,金融学（中美）,国金1801,院级文艺赛事,优秀奖,交谊舞大赛,金融学院,团体,2018-11-24
618,201821020169,女,汉族,经济学院,国际商务,国商1801,院级文艺赛事,三等奖,“学蕴中南”诗歌朗诵比赛,经济学院,团体,2018-11-08
619,201821120085,女,汉族,新闻与文化传播学院,新闻传播学类,新闻1803,校级文艺赛事,三等奖,“一二·九”诗词（诗歌散文）大赛,共青团中南财经政法大学委员会（希贤杯）,个体,2018-12-12
620,201821120072,女,汉族,新闻与文化传播学院,新闻传播学类,新闻1803,院级文艺赛事,优秀奖,院级摄影比赛,各学院,个体,2018-12-20
621,201821040184,女,汉族,法学院,法学类,法1810,校级文艺赛事,优秀奖,“大学启程”新生征文大赛,中南财经政法大学党委宣传部,团体,2018-12-09
622,1610020120,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1601,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-25
623,201821080193,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1801,院级文艺赛事,一等奖,班级凝聚力展示大赛,会计学院,团体,2019-04-30
624,201821120175,女,汉族,新闻与文化传播学院,汉语言文学,中文1801,校级文艺赛事,优秀奖,“大学启程”新生征文大赛,中南财经政法大学党委宣传部,团体,2018-12-09
625,201721050062,女,汉族,刑事司法学院,侦查学,侦查1701,院级文艺赛事,二等奖,“一二·九”诗词（诗歌散文）大赛,各学院分团委,个体,2019-12-10
626,201821020175,女,土家族,经济学院,国际商务（中法）,国商1803,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-09
627,1610020120,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1601,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-02
628,201821060317,女,汉族,工商管理学院,工商管理类,工商1806,院级文艺赛事,三等奖,“梦启中南”新生征文大赛,工商管理学院,团体,2018-12-08
629,201721040729,女,汉族,法学院,法学,法1709,院级文艺赛事,优秀奖,法学院青年颂比赛,法学院,团体,2019-04-14
630,1612090216,男,汉族,新闻与文化传播学院,数字媒体艺术,媒体1602,校级文艺赛事,二等奖,影像中南文化艺术节,中南财经政法大学党委宣传部,个体,2018-12-01
631,201821100248,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,院级文艺赛事,三等奖,新生风采（才艺）大赛,各学院团委,团体,2019-11-25
632,201721250130,女,汉族,中韩新媒体学院,电影学（影像）,影像1704,校级文艺赛事,优秀奖,“典赞青春”优秀本科生颁奖典礼优秀团队,中南财经政法大学学生工作部,团体,2019-01-02
633,201821040626,女,汉族,法学院,法学类,法1810,校级文艺赛事,优秀奖,“大学启程”新生征文大赛,中南财经政法大学党委宣传部,团体,2018-12-09
634,201821040023,女,壮族,法学院,法学类,法1801,校级文艺赛事,优秀奖,影像中南文化艺术节,中南财经政法大学党委宣传部,团体,2018-12-10
635,201821030037,男,汉族,金融学院,金融学类,金融1802,院级文艺赛事,三等奖,交谊舞大赛,金融学院,团体,2018-11-24
636,201721080201,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1702,校级文艺赛事,三等奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
637,201721080014,女,蒙古族,会计学院（会计硕士专业学位教育中心）,会计学,会计1701,校级文艺赛事,二等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2018-10-25
638,201821120009,男,汉族,新闻与文化传播学院,数字媒体艺术,媒体1802,校级文艺赛事,二等奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-21
639,201721020241,男,汉族,经济学院,国际商务,国商1702,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-15
640,201821020004,男,汉族,经济学院,经济学,经济1801,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-09
641,201821020167,男,汉族,经济学院,国际商务,国商1802,院级文艺赛事,一等奖,“学蕴中南”诗歌朗诵比赛,经济学院,个体,2019-11-07
642,201821100138,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,院级文艺赛事,二等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
643,201821140036,女,汉族,哲学院,国际政治,国政1801,院级文艺赛事,一等奖,外语文化节之外语歌曲大赛,外国语学院,个体,2019-04-21
644,201721040056,男,汉族,法学院,法学,法1709,院级文艺赛事,优秀奖,法学院青年颂比赛,法学院,团体,2019-04-14
645,201821060616,女,汉族,金融学院,金融学（中美）,国金1801,院级文艺赛事,一等奖,交谊舞大赛,金融学院,团体,2018-11-24
646,201721040044,女,汉族,法学院,法学,外法1702,院级文艺赛事,优秀奖,”灋说青年“系列比赛,法学院,团体,2019-03-29
647,201821020170,女,汉族,财政税务学院,财政学（中英班）,国财1801,院级文艺赛事,三等奖,“学蕴中南”诗歌朗诵比赛,经济学院,团体,2018-11-14
648,1632010147,女,汉族,文澜学院,经济管理试验班,经管1601,校级文艺赛事,优秀奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2017-05-20
649,201821030119,女,汉族,金融学院,管理科学与工程类,管工1801,校级文艺赛事,二等奖,“我的大学 我的梦”本科新生征文活动,中南财经政法大学学工部,个体,2018-09-20
650,201821090300,女,侗族,统计与数学学院,统计学类,统计1801,院级文艺赛事,一等奖,"""诗颂中南""朗诵比赛",统计与数学学院,团体,2018-12-27
651,201821050056,男,汉族,刑事司法学院,公安学类,公安1804,院级文艺赛事,一等奖,“中华颂”诗词大赛,新闻与文化传播学院 刑事司法学院,团体,2018-11-15
652,201821100039,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-11-25
653,201821040490,女,汉族,法学院,法学（卓越）,卓越1801,院级文艺赛事,二等奖,法学院青年颂比赛,法学院,团体,2019-04-14
654,201821020100,男,汉族,经济学院,经济学,经济1802,院级文艺赛事,一等奖,“学蕴中南”诗歌朗诵比赛,经济学院,团体,2018-11-09
655,1613020114,男,回族,信息与安全工程学院,环境工程,环境1601,校级文艺赛事,一等奖,影像中南文化艺术节,中南财经政法大学党委宣传部,个体,2018-12-08
656,201821020233,女,汉族,经济学院,经济学,经济1801,校级文艺赛事,优秀奖,“我的新生书单”主题征文比赛,中南财经政法大学图书馆,个体,2018-11-07
657,1632010147,女,汉族,文澜学院,经济管理试验班,经管1601,院级文艺赛事,三等奖,“一二·九”诗词（诗歌散文）大赛,各学院分团委,个体,2017-11-24
658,201821070033,女,汉族,财政税务学院,财政学（中英班）,国财1801,校级文艺赛事,三等奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
659,201821030402,男,汉族,金融学院,金融学类,金融1807,院级文艺赛事,三等奖,交谊舞大赛,金融学院,团体,2018-11-24
660,201821030420,女,汉族,金融学院,管理科学与工程类,管工1803,院级文艺赛事,优秀奖,交谊舞大赛,金融学院,团体,2018-11-24
661,201821090037,女,汉族,统计与数学学院,统计学类,统计1802,院级文艺赛事,一等奖,"""诗颂中南""朗诵比赛",统计与数学学院,团体,2018-12-15
662,1610030137,女,土家族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,校级文艺赛事,二等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2018-10-28
663,201821090204,女,汉族,统计与数学学院,金融数学,金数1802,院级文艺赛事,一等奖,"""诗颂中南""朗诵比赛",统计与数学学院,团体,2019-09-09
664,201721030283,女,汉族,金融学院,保险学（精算）,保精1701,校级文艺赛事,三等奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
665,1609010110,男,汉族,统计与数学学院,信息与计算科学,信科1601,校级文艺赛事,优秀奖,影像中南文化艺术节,中南财经政法大学党委宣传部,团体,2018-12-10
666,201821030442,男,汉族,金融学院,金融学类,金融1804,院级文艺赛事,优秀奖,交谊舞大赛,金融学院,团体,2018-11-24
667,201721040187,女,汉族,法学院,法学,法制1702,院级文艺赛事,一等奖,“一二·九”诗词（诗歌散文）大赛,各学院分团委,个体,2018-12-01
668,201821040287,女,汉族,法学院,法学类,法1806,校级文艺赛事,三等奖,“一二·九”诗词（诗歌散文）大赛,共青团中南财经政法大学委员会（希贤杯）,个体,2018-12-01
669,201721100033,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,校级文艺赛事,二等奖,“希贤杯”系列竞赛之新媒体项目创意大赛,共青团中南财经政法大学委员会,团体,2018-10-28
670,201721040294,男,汉族,法学院,法学,民商1701,院级文艺赛事,一等奖,法学院青年颂比赛,法学院,团体,2019-04-14
671,201721250264,女,汉族,中韩新媒体学院,电影学（影像）,影像1703,校级文艺赛事,一等奖,“典赞青春”优秀本科生颁奖典礼优秀团队,中南财经政法大学学生工作部,个体,2019-01-01
672,201821080146,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1802,校级文艺赛事,优秀奖,“大学启程”新生征文大赛,中南财经政法大学党委宣传部,个体,2018-09-20
673,201821030462,女,汉族,金融学院,金融学类,金融1807,院级文艺赛事,三等奖,交谊舞大赛,金融学院,团体,2018-11-24
674,1623010108,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1601,省级文艺赛事,二等奖,釜山留学生艺能大赛,釜山出入境管理局,团体,2018-12-28
675,201821030098,女,汉族,金融学院,管理科学与工程类,管工1802,院级文艺赛事,二等奖,交谊舞大赛,金融学院,团体,2018-11-24
676,201721110106,女,汉族,法学院,法学,民商1701,院级文艺赛事,一等奖,法学院青年颂比赛,法学院,团体,2019-04-14
677,201821100086,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,院级文艺赛事,一等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
678,201721040380,女,汉族,法学院,法学,法1707,院级文艺赛事,三等奖,法学院青年颂比赛,法学院,团体,2019-04-14
679,201821030173,男,汉族,金融学院,管理科学与工程类,管工1801,院级文艺赛事,一等奖,交谊舞大赛,金融学院,团体,2018-11-24
680,201821250228,女,汉族,中韩新媒体学院,电影学（影像）,影像1802,校级文艺赛事,优秀奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
681,1603090156,女,汉族,金融学院,金融工程,金工1601,校级文艺赛事,二等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2018-12-30
682,201821080181,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1802,校级文艺赛事,三等奖,“大学启程”新生征文大赛,中南财经政法大学党委宣传部,个体,2018-12-10
683,201821090010,女,壮族,统计与数学学院,金融数学,金数1802,院级文艺赛事,一等奖,"""诗颂中南""朗诵比赛",统计与数学学院,团体,2018-12-15
684,201721040434,女,汉族,法学院,法学,法1709,院级文艺赛事,三等奖,法学院青年颂比赛,法学院,团体,2019-04-14
685,201821030072,女,汉族,法学院,法学（卓越）,卓越1801,院级文艺赛事,二等奖,法学院青年颂比赛,法学院,团体,2019-04-14
686,201821040081,女,汉族,法学院,法学,卓越1801,院级文艺赛事,二等奖,法学院青年颂比赛,法学院,团体,2019-04-14
687,201821030091,男,汉族,金融学院,管理科学与工程类,管工1801,院级文艺赛事,一等奖,交谊舞大赛,金融学院,团体,2018-11-24
688,201721040181,女,汉族,法学院,法学,法1705,院级文艺赛事,二等奖,院级摄影比赛,各学院,个体,2019-05-05
689,201821080251,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1801,院级文艺赛事,一等奖,班级凝聚力展示大赛,会计学院,团体,2019-04-30
690,201821100066,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,院级文艺赛事,三等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
691,201821100038,女,汉族,法学院,法学类,法1809,院级文艺赛事,三等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
692,201821020001,男,汉族,经济学院,经济学,经济1804,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-09
693,201823040864,男,汉族,法学院,法学类,法1805,校级文艺赛事,三等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2018-10-25
694,201821100112,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,院级文艺赛事,一等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
695,201821040500,女,汉族,法学院,法学,卓越1801,院级文艺赛事,二等奖,法学院青年颂比赛,法学院,团体,2019-03-23
696,201721110165,女,汉族,外国语学院,英语,英语1704,院级文艺赛事,优秀奖,“一二·九”诗词（诗歌散文）大赛,各学院分团委,个体,2018-11-19
697,201821030066,女,汉族,金融学院,管理科学与工程类,管工1801,院级文艺赛事,一等奖,交谊舞大赛,金融学院,团体,2019-11-24
698,201821100141,女,汉族,金融学院,金融学类,金融1805,院级文艺赛事,三等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
699,201721060163,女,汉族,法学院,法学,法1701,校级文艺赛事,二等奖,湖北省K-POP大赛,华中师范大学韩国文化研究所,团体,2019-06-02
700,201821040619,男,汉族,法学院,法学类,法1804,院级文艺赛事,三等奖,法学院第四届“你好，首义”征文大赛——首义秋思,法学院,个体,2018-11-01
701,201821100058,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,校级文艺赛事,优秀奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-24
702,201821130193,女,汉族,信息与安全工程学院,环境工程,环境1801,校级文艺赛事,三等奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
703,201821040482,女,汉族,法学院,法学类,法1809,院级文艺赛事,二等奖,法学院青年颂比赛,法学院,团体,2019-04-14
704,201721040662,女,汉族,法学院,法学,法1709,院级文艺赛事,优秀奖,法学院青年颂比赛,法学院,团体,2019-04-14
705,201821040533,女,汉族,法学院,法学类,法1809,院级文艺赛事,二等奖,法学院青年颂比赛,法学院,团体,2019-04-09
706,201821070100,女,汉族,财政税务学院,财政学类,财政1801,校级文艺赛事,优秀奖,“我的新生书单”主题征文比赛,中南财经政法大学图书馆,个体,2018-12-11
707,201821040548,女,汉族,法学院,法学类,法1807,院级文艺赛事,三等奖,“一二·九”诗词（诗歌散文）大赛,各学院分团委,个体,2018-12-01
708,201821030227,男,汉族,金融学院,金融学类,金融1807,院级文艺赛事,三等奖,交谊舞大赛,金融学院,团体,2018-11-24
709,201821100256,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,院级文艺赛事,二等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
710,201821050145,男,汉族,刑事司法学院,公安学类,公安1803,院级文艺赛事,三等奖,院级摄影比赛,各学院,团体,2019-05-17
711,201821050030,男,汉族,刑事司法学院,公安学类,公安1803,院级文艺赛事,一等奖,“中华颂”诗词大赛,新闻与文化传播学院 刑事司法学院,团体,2018-11-01
712,201821040242,女,汉族,法学院,法学类,法1809,校级文艺赛事,三等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2018-10-25
713,201721060050,女,汉族,工商管理学院,电子商务（管理）,商务1701,院级文艺赛事,三等奖,五四青年演讲比赛,工商管理学院,个体,2019-05-04
714,201821080264,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1801,院级文艺赛事,一等奖,班级凝聚力展示大赛,会计学院,团体,2019-04-30
715,201821090055,男,汉族,统计与数学学院,统计学类,统计1803,院级文艺赛事,二等奖,"""诗颂中南""朗诵比赛",统计与数学学院,团体,2018-12-15
716,1607030228,女,汉族,财政税务学院,税收学,税务1602,校级文艺赛事,二等奖,影像中南文化艺术节,中南财经政法大学党委宣传部,个体,2018-12-13
717,201821060494,女,汉族,工商管理学院,经济与贸易类,经贸1802,院级文艺赛事,二等奖,“梦启中南”新生征文大赛,工商管理学院,团体,2018-12-08
718,201721040200,女,汉族,法学院,法学,民商1701,院级文艺赛事,一等奖,法学院青年颂比赛,法学院,团体,2019-04-14
719,201721040467,女,汉族,法学院,法学,法1701,院级文艺赛事,三等奖,”灋说青年“系列比赛,法学院,团体,2019-05-18
